timestamp,episode,epsilon,return
2022-12-02 10:36:37,104,0.2289999999999994,-531.1546609115602
2022-12-02 10:37:13,106,0.2285999999999994,-380.7797899627687
2022-12-02 10:37:49,108,0.22819999999999938,-429.124873161316
2022-12-02 10:38:15,109,0.22799999999999937,-497.6927315902709
2022-12-02 10:38:42,110,0.22779999999999936,-371.69832233428974
2022-12-02 10:39:10,111,0.22759999999999936,-332.6265215301513
2022-12-02 10:39:37,112,0.22739999999999935,-323.6778684616091
2022-12-02 10:40:03,113,0.22719999999999935,-459.7235177612308
2022-12-02 10:40:39,115,0.22679999999999934,-403.6701095581053
2022-12-02 10:41:05,116,0.22659999999999933,-441.6884877777099
2022-12-02 10:41:32,117,0.22639999999999932,-554.0291724395752
2022-12-02 10:42:00,118,0.22619999999999932,-577.6705654907228
2022-12-02 10:43:02,123,0.2251999999999993,-454.01726406097424
2022-12-02 10:43:30,124,0.22499999999999928,-412.3326983642576
2022-12-02 10:44:05,126,0.22459999999999927,-329.62358612060564
2022-12-02 10:44:32,127,0.22439999999999927,-277.6001318359372
2022-12-02 10:45:08,129,0.22399999999999926,-189.24396183013917
2022-12-02 10:45:51,132,0.22339999999999924,-581.6296278381351
2022-12-02 10:46:17,133,0.22319999999999923,-280.1656554222109
2022-12-02 10:46:45,134,0.22299999999999923,-583.0377694129947
2022-12-02 10:47:14,135,0.22279999999999922,-642.7445501708986
2022-12-02 10:47:43,136,0.22259999999999922,-649.813140563965
2022-12-02 10:48:21,138,0.2221999999999992,-1341.8097995376522
2022-12-02 10:49:06,141,0.2215999999999992,-985.9854797744711
2022-12-02 10:49:42,143,0.22119999999999918,-1089.3746191406224
2022-12-02 10:50:34,147,0.22039999999999915,-1128.504011840818
2022-12-02 10:51:00,148,0.22019999999999915,-517.7723189163208
2022-12-02 10:51:28,149,0.21999999999999914,-409.2435448074341
2022-12-02 10:51:56,150,0.21979999999999913,-617.2746438598637
2022-12-02 10:52:23,151,0.21959999999999913,-385.65942569732664
2022-12-02 10:53:34,157,0.2183999999999991,-321.49233943939214
2022-12-02 10:54:02,158,0.2181999999999991,-300.394072856903
2022-12-02 10:54:29,159,0.21799999999999908,-404.10896183013915
2022-12-02 10:55:06,161,0.21759999999999907,-852.8441213989252
2022-12-02 10:55:34,162,0.21739999999999907,-404.9106916046147
2022-12-02 10:56:01,163,0.21719999999999906,-210.15340793609604
2022-12-02 10:56:29,164,0.21699999999999905,-1167.5439538574185
2022-12-02 10:57:04,166,0.21659999999999904,-686.2374101257328
2022-12-02 10:57:59,170,0.21579999999999902,-502.3948864364624
2022-12-02 10:58:26,171,0.21559999999999901,-662.0243120193478
2022-12-02 10:59:02,173,0.215199999999999,-253.95628749847404
2022-12-02 10:59:29,174,0.214999999999999,-418.952057914734
2022-12-02 10:59:55,175,0.214799999999999,-507.70381813049323
2022-12-02 11:00:23,176,0.21459999999999899,-511.3601757049563
2022-12-02 11:00:50,177,0.21439999999999898,-559.185438308716
2022-12-02 11:01:17,178,0.21419999999999897,-1096.0302463531457
2022-12-02 11:02:54,0,0.2498,-443.29931911468503
2022-12-02 11:02:57,1,0.2496,-486.74686264038087
2022-12-02 11:03:01,2,0.24939999999999998,-270.03272062301653
2022-12-02 11:03:07,4,0.24899999999999997,-563.3025419616703
2022-12-02 11:03:10,5,0.24879999999999997,-315.4203178787232
2022-12-02 11:03:14,6,0.24859999999999996,-490.2731959724428
2022-12-02 11:03:18,7,0.24839999999999995,-246.27433420181276
2022-12-02 11:03:21,8,0.24819999999999995,-300.8138570594788
2022-12-02 11:03:25,9,0.24799999999999994,-389.85038452148456
2022-12-02 11:03:31,11,0.24759999999999993,-1315.3567105865427
2022-12-02 11:03:35,12,0.24739999999999993,-494.75716472625726
2022-12-02 11:03:41,14,0.24699999999999991,-211.6436921501162
2022-12-02 11:03:45,15,0.2467999999999999,-757.8521868133543
2022-12-02 11:03:54,18,0.2461999999999999,-737.7179148101811
2022-12-02 11:04:05,22,0.24539999999999987,-416.83688175201416
2022-12-02 11:04:09,23,0.24519999999999986,-681.7695658874511
2022-12-02 11:04:13,24,0.24499999999999986,-318.2687217140198
2022-12-02 11:04:17,25,0.24479999999999985,-225.33183166503912
2022-12-02 11:04:20,26,0.24459999999999985,-365.56703994750967
2022-12-02 11:08:12,0,0.2498,-241.08123043060309
2022-12-02 11:08:16,1,0.2496,-339.86680912017806
2022-12-02 11:08:25,4,0.24899999999999997,-444.89911373138426
2022-12-02 11:08:29,5,0.24879999999999997,-1217.5186359786928
2022-12-02 11:09:33,1,0.2496,-638.5450617218015
2022-12-02 11:09:59,2,0.24939999999999998,-453.65733711242683
2022-12-02 11:16:54,2,0.24939999999999998,-218.5123428916932
2022-12-02 11:17:05,3,0.24919999999999998,-997.1295111846911
2022-12-02 11:17:15,4,0.24899999999999997,-239.80641378402723
2022-12-02 11:18:13,0,0.2498,-591.5942811965939
2022-12-02 11:18:46,0,0.2498,-487.80779727935794
2022-12-02 11:18:58,2,0.24939999999999998,-235.06785795211806
2022-12-02 11:19:05,3,0.24919999999999998,-412.4841044235233
2022-12-02 11:19:17,5,0.24879999999999997,-1080.178242282862
2022-12-02 11:19:23,6,0.24859999999999996,-526.1627005004884
2022-12-02 11:19:35,8,0.24819999999999995,-446.04570213317896
2022-12-02 11:19:42,9,0.24799999999999994,-283.4301219940186
2022-12-02 11:19:53,11,0.24759999999999993,-750.6595364761343
2022-12-02 11:20:05,13,0.24719999999999992,-718.8822946929935
2022-12-02 11:20:37,19,0.24599999999999989,-641.5637867736814
2022-12-02 11:20:44,20,0.24579999999999988,-390.9270839309696
2022-12-02 11:21:01,23,0.24519999999999986,-248.81333387374863
2022-12-02 11:21:08,24,0.24499999999999986,-477.13196346282956
2022-12-02 11:21:19,26,0.24459999999999985,-426.28078353881847
2022-12-02 11:21:41,30,0.24379999999999982,-679.7075057983392
2022-12-02 11:21:47,31,0.24359999999999982,-508.3178998184204
2022-12-02 11:21:54,32,0.2433999999999998,-315.20425579071036
2022-12-02 11:22:05,34,0.2429999999999998,-394.75823181152344
2022-12-02 11:22:27,38,0.24219999999999978,-726.6906066131592
2022-12-02 11:22:39,40,0.24179999999999977,-862.3033740997305
2022-12-02 11:22:46,41,0.24159999999999976,-405.4793235778807
2022-12-02 11:22:58,43,0.24119999999999975,-289.4802632522583
2022-12-02 11:23:05,44,0.24099999999999974,-523.7610476684573
2022-12-02 11:23:11,45,0.24079999999999974,-418.5722761917115
2022-12-02 11:23:33,49,0.2399999999999997,-535.0951621627806
2022-12-02 11:23:40,50,0.2397999999999997,-368.6991769599917
2022-12-02 11:24:01,54,0.23899999999999968,-257.2650868225096
2022-12-02 11:24:08,55,0.23879999999999968,-725.8192589569096
2022-12-02 11:24:14,56,0.23859999999999967,-309.13216888427746
2022-12-02 11:24:21,57,0.23839999999999967,-240.97657659530654
2022-12-02 11:24:28,58,0.23819999999999966,-313.1882209396362
2022-12-02 11:24:34,59,0.23799999999999966,-472.9086298370363
2022-12-02 11:24:46,61,0.23759999999999964,-460.16940124511723
2022-12-02 11:24:53,62,0.23739999999999964,-1167.7430385589576
2022-12-02 11:25:00,63,0.23719999999999963,-311.8423473930355
2022-12-02 11:25:12,65,0.23679999999999962,-213.81378725051871
2022-12-02 11:25:33,69,0.2359999999999996,-408.9969090652464
2022-12-02 11:25:45,71,0.2355999999999996,-245.86229301452636
2022-12-02 11:25:51,72,0.23539999999999958,-828.8119705963137
2022-12-02 11:25:58,73,0.23519999999999958,-531.6198020935061
2022-12-02 11:26:14,76,0.23459999999999956,-238.17356658935554
2022-12-02 11:26:21,77,0.23439999999999955,-1048.4592710113513
2022-12-02 11:26:38,80,0.23379999999999954,-521.0339270782472
2022-12-02 11:26:44,81,0.23359999999999953,-414.22769367218035
2022-12-02 11:26:51,82,0.23339999999999952,-418.92628585815436
2022-12-02 11:27:03,84,0.2329999999999995,-402.383313560486
2022-12-02 11:27:09,85,0.2327999999999995,-483.0568090820311
2022-12-02 11:27:16,86,0.2325999999999995,-431.6900117874146
2022-12-02 11:27:23,87,0.2323999999999995,-519.268086090088
2022-12-02 11:27:29,88,0.2321999999999995,-736.0066439819336
2022-12-02 11:28:05,95,0.23079999999999945,-353.2151550102236
2022-12-02 11:28:12,96,0.23059999999999944,-262.9695714950561
2022-12-02 11:28:19,97,0.23039999999999944,-588.2526200866697
2022-12-02 11:28:26,98,0.23019999999999943,-439.8854224395751
2022-12-02 11:28:32,99,0.22999999999999943,-420.55713218688936
2022-12-02 11:28:45,101,0.22959999999999942,-527.4058770751949
2022-12-02 11:28:52,102,0.2293999999999994,-497.8425784301759
2022-12-02 11:28:58,103,0.2291999999999994,-293.4597190856931
2022-12-02 11:29:05,104,0.2289999999999994,-251.90213466644292
2022-12-02 11:29:16,106,0.2285999999999994,-501.75828033447266
2022-12-02 11:29:23,107,0.22839999999999938,-662.7570748519896
2022-12-02 11:29:35,109,0.22799999999999937,-562.7945245742796
2022-12-02 11:29:41,110,0.22779999999999936,-395.11047039032
